id,sender,receiver,date,subject,body,label
synthetic_299,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Meeting at 5pm in the conference room.,0
synthetic_300,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_301,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can you send me the doc?,0
synthetic_302,internal@company.com,user@company.com,2026-03-02,Quick note,hey Meeting at 5pm in the conference room.,0
synthetic_303,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_304,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can you send me the doc?,0
synthetic_305,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Approved.,0
synthetic_306,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_307,internal@company.com,user@company.com,2026-03-02,Quick note,hey Lunch?,0
synthetic_308,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_309,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_310,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_311,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can we talk?,0
synthetic_312,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_313,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_314,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? See you later.,0
synthetic_315,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Lunch?,0
synthetic_316,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_317,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_318,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Approved.,0
synthetic_319,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Please review this.,0
synthetic_320,internal@company.com,user@company.com,2026-03-02,Quick note,hey I'll be there in 10 minutes.,0
synthetic_321,internal@company.com,user@company.com,2026-03-02,Quick note,hello Rejected.,0
synthetic_322,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Let's catch up later.,0
synthetic_323,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? See you later.,0
synthetic_324,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Rejected.,0
synthetic_325,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_326,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can you send me the doc?,0
synthetic_327,internal@company.com,user@company.com,2026-03-02,Quick note,hey Lunch?,0
synthetic_328,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_329,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_330,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Lunch?,0
synthetic_331,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_332,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_333,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_334,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can you send me the doc?,0
synthetic_335,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Are you coming to the meeting?,0
synthetic_336,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Please review this.,0
synthetic_337,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can you send me the doc?,0
synthetic_338,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Please review this.,0
synthetic_339,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Rejected.,0
synthetic_340,internal@company.com,user@company.com,2026-03-02,Quick note,hey Rejected.,0
synthetic_341,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can we talk?,0
synthetic_342,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Rejected.,0
synthetic_343,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can we talk?,0
synthetic_344,internal@company.com,user@company.com,2026-03-02,Quick note,hey Meeting at 5pm in the conference room.,0
synthetic_345,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_346,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can you send me the doc?,0
synthetic_347,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_348,internal@company.com,user@company.com,2026-03-02,Quick note,hi there I'll be there in 10 minutes.,0
synthetic_349,internal@company.com,user@company.com,2026-03-02,Quick note,"how's it going? Got it, thanks!",0
synthetic_350,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_351,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Lunch?,0
synthetic_352,internal@company.com,user@company.com,2026-03-02,Quick note,yo Rejected.,0
synthetic_353,internal@company.com,user@company.com,2026-03-02,Quick note,good morning See you later.,0
synthetic_354,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Are you coming to the meeting?,0
synthetic_355,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_356,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_357,internal@company.com,user@company.com,2026-03-02,Quick note,yo Rejected.,0
synthetic_358,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Thanks for the update.,0
synthetic_359,internal@company.com,user@company.com,2026-03-02,Quick note,hey Rejected.,0
synthetic_360,internal@company.com,user@company.com,2026-03-02,Quick note,hey See you later.,0
synthetic_361,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_362,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Approved.,0
synthetic_363,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Approved.,0
synthetic_364,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Let's catch up later.,0
synthetic_365,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_366,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_367,internal@company.com,user@company.com,2026-03-02,Quick note,hi there See you later.,0
synthetic_368,internal@company.com,user@company.com,2026-03-02,Quick note,hey Thanks for the update.,0
synthetic_369,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Please review this.,0
synthetic_370,internal@company.com,user@company.com,2026-03-02,Quick note,"hey Got it, thanks!",0
synthetic_371,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Thanks for the update.,0
synthetic_372,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Thanks for the update.,0
synthetic_373,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_374,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Thanks for the update.,0
synthetic_375,internal@company.com,user@company.com,2026-03-02,Quick note,yo Please review this.,0
synthetic_376,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Are you coming to the meeting?,0
synthetic_377,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can you send me the doc?,0
synthetic_378,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_379,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_380,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_381,internal@company.com,user@company.com,2026-03-02,Quick note,yo Please review this.,0
synthetic_382,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_383,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_384,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_385,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can you send me the doc?,0
synthetic_386,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_387,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_388,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_389,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Thanks for the update.,0
synthetic_390,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_391,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_392,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_393,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can we talk?,0
synthetic_394,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can you send me the doc?,0
synthetic_395,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? See you later.,0
synthetic_396,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Thanks for the update.,0
synthetic_397,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_398,internal@company.com,user@company.com,2026-03-02,Quick note,hello Are you coming to the meeting?,0
synthetic_399,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_400,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_401,internal@company.com,user@company.com,2026-03-02,Quick note,yo Thanks for the update.,0
synthetic_402,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_403,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_404,internal@company.com,user@company.com,2026-03-02,Quick note,hi there I'll be there in 10 minutes.,0
synthetic_405,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_406,internal@company.com,user@company.com,2026-03-02,Quick note,hey See you later.,0
synthetic_407,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_408,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_409,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_410,internal@company.com,user@company.com,2026-03-02,Quick note,yo Please review this.,0
synthetic_411,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? See you later.,0
synthetic_412,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_413,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Lunch?,0
synthetic_414,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Meeting at 5pm in the conference room.,0
synthetic_415,internal@company.com,user@company.com,2026-03-02,Quick note,hello See you later.,0
synthetic_416,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Meeting at 5pm in the conference room.,0
synthetic_417,internal@company.com,user@company.com,2026-03-02,Quick note,yo Please review this.,0
synthetic_418,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_419,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_420,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Lunch?,0
synthetic_421,internal@company.com,user@company.com,2026-03-02,Quick note,hey I'll be there in 10 minutes.,0
synthetic_422,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_423,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_424,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_425,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Are you coming to the meeting?,0
synthetic_426,internal@company.com,user@company.com,2026-03-02,Quick note,hey Approved.,0
synthetic_427,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can we talk?,0
synthetic_428,internal@company.com,user@company.com,2026-03-02,Quick note,hey Approved.,0
synthetic_429,internal@company.com,user@company.com,2026-03-02,Quick note,hello Let's catch up later.,0
synthetic_430,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Meeting at 5pm in the conference room.,0
synthetic_431,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can you send me the doc?,0
synthetic_432,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can you send me the doc?,0
synthetic_433,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can we talk?,0
synthetic_434,internal@company.com,user@company.com,2026-03-02,Quick note,yo Thanks for the update.,0
synthetic_435,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_436,internal@company.com,user@company.com,2026-03-02,Quick note,hello See you later.,0
synthetic_437,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_438,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? See you later.,0
synthetic_439,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_440,internal@company.com,user@company.com,2026-03-02,Quick note,yo Thanks for the update.,0
synthetic_441,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Rejected.,0
synthetic_442,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_443,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Let's catch up later.,0
synthetic_444,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Lunch?,0
synthetic_445,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can we talk?,0
synthetic_446,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Thanks for the update.,0
synthetic_447,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_448,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_449,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_450,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_451,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_452,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_453,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? See you later.,0
synthetic_454,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_455,internal@company.com,user@company.com,2026-03-02,Quick note,yo Thanks for the update.,0
synthetic_456,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Meeting at 5pm in the conference room.,0
synthetic_457,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_458,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_459,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_460,internal@company.com,user@company.com,2026-03-02,Quick note,"hi there Got it, thanks!",0
synthetic_461,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Lunch?,0
synthetic_462,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can we talk?,0
synthetic_463,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Wait for my signal.,0
synthetic_464,internal@company.com,user@company.com,2026-03-02,Quick note,yo Approved.,0
synthetic_465,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_466,internal@company.com,user@company.com,2026-03-02,Quick note,yo Lunch?,0
synthetic_467,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_468,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Approved.,0
synthetic_469,internal@company.com,user@company.com,2026-03-02,Quick note,hello Let's catch up later.,0
synthetic_470,internal@company.com,user@company.com,2026-03-02,Quick note,yo Please review this.,0
synthetic_471,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can you send me the doc?,0
synthetic_472,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_473,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Wait for my signal.,0
synthetic_474,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_475,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_476,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Let's catch up later.,0
synthetic_477,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Wait for my signal.,0
synthetic_478,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_479,internal@company.com,user@company.com,2026-03-02,Quick note,hello Rejected.,0
synthetic_480,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Are you coming to the meeting?,0
synthetic_481,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Rejected.,0
synthetic_482,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Rejected.,0
synthetic_483,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can we talk?,0
synthetic_484,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can we talk?,0
synthetic_485,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Lunch?,0
synthetic_486,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_487,internal@company.com,user@company.com,2026-03-02,Quick note,hello Wait for my signal.,0
synthetic_488,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_489,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_490,internal@company.com,user@company.com,2026-03-02,Quick note,yo See you later.,0
synthetic_491,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_492,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_493,internal@company.com,user@company.com,2026-03-02,Quick note,"hey Got it, thanks!",0
synthetic_494,internal@company.com,user@company.com,2026-03-02,Quick note,"hello Got it, thanks!",0
synthetic_495,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can you send me the doc?,0
synthetic_496,internal@company.com,user@company.com,2026-03-02,Quick note,hello Wait for my signal.,0
synthetic_497,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_498,internal@company.com,user@company.com,2026-03-02,Quick note,yo Please review this.,0
synthetic_499,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_500,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_501,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_502,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_503,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Lunch?,0
synthetic_504,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_505,internal@company.com,user@company.com,2026-03-02,Quick note,hey I'll be there in 10 minutes.,0
synthetic_506,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_507,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Approved.,0
synthetic_508,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Are you coming to the meeting?,0
synthetic_509,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_510,internal@company.com,user@company.com,2026-03-02,Quick note,good morning See you later.,0
synthetic_511,internal@company.com,user@company.com,2026-03-02,Quick note,hey Approved.,0
synthetic_512,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_513,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_514,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_515,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_516,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_517,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Lunch?,0
synthetic_518,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Approved.,0
synthetic_519,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_520,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Wait for my signal.,0
synthetic_521,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can we talk?,0
synthetic_522,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can we talk?,0
synthetic_523,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can we talk?,0
synthetic_524,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Are you coming to the meeting?,0
synthetic_525,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can you send me the doc?,0
synthetic_526,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? See you later.,0
synthetic_527,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_528,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_529,internal@company.com,user@company.com,2026-03-02,Quick note,hello See you later.,0
synthetic_530,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_531,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_532,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_533,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_534,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_535,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_536,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_537,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can you send me the doc?,0
synthetic_538,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_539,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Meeting at 5pm in the conference room.,0
synthetic_540,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Meeting at 5pm in the conference room.,0
synthetic_541,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_542,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Please review this.,0
synthetic_543,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Rejected.,0
synthetic_544,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Approved.,0
synthetic_545,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can you send me the doc?,0
synthetic_546,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_547,internal@company.com,user@company.com,2026-03-02,Quick note,yo Thanks for the update.,0
synthetic_548,internal@company.com,user@company.com,2026-03-02,Quick note,hey Thanks for the update.,0
synthetic_549,internal@company.com,user@company.com,2026-03-02,Quick note,hello Please review this.,0
synthetic_550,internal@company.com,user@company.com,2026-03-02,Quick note,hello Rejected.,0
synthetic_551,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Wait for my signal.,0
synthetic_552,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Let's catch up later.,0
synthetic_553,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can you send me the doc?,0
synthetic_554,internal@company.com,user@company.com,2026-03-02,Quick note,"hey Got it, thanks!",0
synthetic_555,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_556,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Thanks for the update.,0
synthetic_557,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Meeting at 5pm in the conference room.,0
synthetic_558,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Please review this.,0
synthetic_559,internal@company.com,user@company.com,2026-03-02,Quick note,hi there See you later.,0
synthetic_560,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Lunch?,0
synthetic_561,internal@company.com,user@company.com,2026-03-02,Quick note,hello Meeting at 5pm in the conference room.,0
synthetic_562,internal@company.com,user@company.com,2026-03-02,Quick note,"hello Got it, thanks!",0
synthetic_563,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_564,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_565,internal@company.com,user@company.com,2026-03-02,Quick note,hey See you later.,0
synthetic_566,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_567,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_568,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can we talk?,0
synthetic_569,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Thanks for the update.,0
synthetic_570,internal@company.com,user@company.com,2026-03-02,Quick note,"how's it going? Got it, thanks!",0
synthetic_571,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Meeting at 5pm in the conference room.,0
synthetic_572,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_573,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_574,internal@company.com,user@company.com,2026-03-02,Quick note,hello Let's catch up later.,0
synthetic_575,internal@company.com,user@company.com,2026-03-02,Quick note,hey Rejected.,0
synthetic_576,internal@company.com,user@company.com,2026-03-02,Quick note,hello Please review this.,0
synthetic_577,internal@company.com,user@company.com,2026-03-02,Quick note,hello Are you coming to the meeting?,0
synthetic_578,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_579,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can you send me the doc?,0
synthetic_580,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Lunch?,0
synthetic_581,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Wait for my signal.,0
synthetic_582,internal@company.com,user@company.com,2026-03-02,Quick note,hello Meeting at 5pm in the conference room.,0
synthetic_583,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_584,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Thanks for the update.,0
synthetic_585,internal@company.com,user@company.com,2026-03-02,Quick note,"yo Got it, thanks!",0
synthetic_586,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Lunch?,0
synthetic_587,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_588,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_589,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_590,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_591,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_592,internal@company.com,user@company.com,2026-03-02,Quick note,yo Approved.,0
synthetic_593,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can you send me the doc?,0
synthetic_594,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_595,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_596,internal@company.com,user@company.com,2026-03-02,Quick note,yo Wait for my signal.,0
synthetic_597,internal@company.com,user@company.com,2026-03-02,Quick note,hey See you later.,0
synthetic_598,internal@company.com,user@company.com,2026-03-02,Quick note,hi there I'll be there in 10 minutes.,0
synthetic_599,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Thanks for the update.,0
synthetic_600,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_601,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Let's catch up later.,0
